,Category,Message,category,my_texed
2843,ham,aathi..where are you dear..,1,aathi are dear
2844,ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",1,tunji the queen are do thi just wish a great day abiola
2845,ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,1,today iz yellow rose day if u love frndship give 1 misscal amp send to ur frndz amp see mani miss call u get if u get 6miss u marri ur lover
2846,ham,Will be out of class in a few hours. Sorry,1,will out class a hour sorri
2847,ham,Wat time u finish ur lect today?,1,wat time u finish ur lect today
2848,spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",0,: jamster get crazi frog sound for poli text mad1 real text mad2 88888 6 crazi sound just 3 ! ! t c appli
2849,ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",1,"sad stori man last week my wife wish my parent forgot n kid i went work even colleagu did not wish as i enter cabin my pa said `` happi boss i felt special she askd 4 lunch after lunch invit to apart we went she said u mind i go the bedroom a minut `` ok '' i sed a sexi mood . she came 5 minut latr wid a cake n my wife my parent my kidz , my friend n my colleagu . all scream surpris ! ! i wait the sofa ' nake ... !"
2850,spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",0,your chanc to be on a realiti fantasi show call 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 a nation rate call
2851,ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,1,she fine good hear you how you dear happi new year oh
2852,ham,Are you going to wipro interview today?,1,are go wipro interview today
2853,ham,how tall are you princess?,1,tall you princess
2854,ham,I doubt you could handle 5 times per night in any case...,1,i doubt could handl 5 time per night ani case
2855,ham,Haha... Hope ü can hear the receipt sound... Gd luck!,1,haha hope ü hear receipt sound gd luck
2856,ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,1,your gon na the death i gon na leav note say all rob fault aveng me
2857,ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",1,japanes proverb if one can u can if none can u must indian version if one can let him do it if none can it leav it ! and final kerala version if one do it stop do it if none do it make strike it
2858,ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?,1,today not workin not free oso gee thgt u workin ur fren shop
2859,ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,1,in life you face choic just toss coin becoz settl question but the coin the air u know your heart hope gudni8
2860,ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",1,do know god creat gap finger ? so one is made you come amp fill gap hold your hand love !
2861,ham,I want to be there so i can kiss you and feel you next to me,1,i want be so can kiss and feel next me
2862,ham,I am not at all happy with what you saying or doing,1,i not all happi what say do
2863,spam,Adult 18 Content Your video will be with you shortly,0,adult 18 content your video be you shortli
2864,ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?",1,ok would b love u r sure think wot u want do drinkin dancin eatin cinema out up u wot
2865,ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,1,what i say if have explicitli told nora i know someon i probabl not gon na bother
2866,ham,He says hi and to get your ass back to south tampa (preferably at a kegger),1,he say hi get ass back to south tampa prefer a kegger
2867,ham,Smith waste da.i wanna gayle.,1,smith wast wan na gayl
2868,ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",1,mum sent mani mani messag sinc got i want know you actual get do enjoy rest your day
2869,ham,"Aight, tomorrow around  &lt;#&gt;  it is",1,aight tomorrow around lt # gt is
2870,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",1,murder coz the man murder lt # gt th januari as public holiday are close includ post offic understand
2871,spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",0,your chanc to be on a realiti fantasi show call 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 a nation rate call
2872,ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,1,i actual for first time a i went bed too long i spoke you woke at 7 how your night
2873,ham,See you there!,1,see there
2874,ham,I dont understand your message.,1,i dont understand messag
2875,ham,Crucify is c not s. You should have told me earlier.,1,crucifi c you have told earlier
2876,ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",1,idk you keep say you but sinc move keep but head freedom respons and tire i so much shit deal that bare keep togeth thi get ad it
2877,ham,Fuck cedar key and fuck her (come over anyway tho),1,fuck cedar key fuck come anyway tho
2878,ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,1,twenti past five said thi train been durham alreadi not coz am a reserv seat
2879,spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",0,hey boy want hot xxx pic sent direct 2 ur phone txt porn 69855 24hr free then 50p per day to stop text stopbcm sf wc1n3xx
2880,ham,U still painting ur wall?,1,u still paint ur wall
2881,spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",0,last chanc claim ur worth discount voucher today text shop 85023 savamob offer mobil t cs savamob pobox84 m263uz £3.00 sub 16
2882,ham,Printer is cool. I mean groovy. Wine is groovying,1,printer cool i mean groovi wine groovi
2883,ham,Hi Harish's rent has been transfred to ur Acnt.,1,hi harish rent been transfr ur acnt
2884,ham,Anything lor is she coming?,1,anyth lor she come
2885,ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,1,cbe realli good nowaday ) lot shop showroom ) citi shape good
2886,ham,Ü still attending da talks?,1,ü still attend da talk
2887,ham,No probs hon! How u doinat the mo?,1,no prob hon how u doinat mo
2888,ham,K I'll take care of it,1,k i take care it
2889,ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,1,i take phone callon friday can assum we wo have it year
2890,ham,My battery is low babe,1,my batteri low babe
2891,ham,Shuhui has bought ron's present it's a swatch watch...,1,shuhui bought ron present a swatch watch
2892,ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",1,yeah quit bit left i swing tomorrow i get
2893,ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,1,babe you said 2 hour it almost 4 is internet
2894,ham,K I'll be sure to get up before noon and see what's what,1,k i sure get befor noon see what
2895,ham,K...k...yesterday i was in cbe .,1,k k yesterday wa cbe
2896,ham,Went to ganesh dress shop,1,went ganesh dress shop
2897,spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",0,- doubl min 1000 txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 ! yhl
2898,ham,Ü collecting ur laptop then going to configure da settings izzit?,1,ü collect ur laptop go configur da set izzit
2899,ham,If you r @ home then come down within 5 min,1,if r home come within 5 min
2900,ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",1,aight i be by 8 the latest probabl closer 7 are jay tyler or we do two trip
2901,ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,1,come aftr lt decim gt .. i clean hous
2902,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,0,ur current 500 pound maxim ur send cash 86688 . cc 08718720201 po box tcr/w1
2903,ham,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",1,bill in are ani letter me m expect one orang isn a bill may still say orang it
2904,ham,Tell me pa. How is pain de.,1,tell how pain de
2905,ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,1,hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirti anal sex and i want a 10 man gang bang
2906,ham,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",1,ha you t know either i a clever simpl thing pear other day perfect christma
2907,ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",1,helloooo wake ! sweet morn `` welcom `` you `` enjoy `` thi day `` full joy .. `` gud mrng .
2908,ham,ALRITE,1,alrit
2909,ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,1,whi must sit around wait summer day celebr such magic sight the world dress white oooooh let be snow
2910,spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,0,urgent your mobil number been award a prize guarante call 09058094454 land line claim 3030 valid 12hr
2911,ham,How do you guys go to see movies on your side.,1,how you guy go see movi your side
2912,ham,"Sorry,in meeting I'll call later",1,sorri meet i call later
2913,ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,1,you have tell that i think plu go stop your run
2914,ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,1,kindli send one our flat lt decim gt today
2915,spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,0,sorri u not unsubscrib yet the mob offer packag a min term 54 week pl resubmit request expiri repli themob help 4 info
2916,ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,1,noth lor a bit bore then dun u go home earli 2 sleep today
